\seberlein.IntUser\powerfactorypy_base.IntPrj\Study Cases.IntPrjfolder\Study Case.IntCase\All calculations.ElmRes,\seberlein.IntUser\powerfactorypy_base.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Grid.ElmNet\AC Voltage Source.ElmVac,\seberlein.IntUser\powerfactorypy_base.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Grid.ElmNet\AC Voltage Source.ElmVac,\seberlein.IntUser\powerfactorypy_base.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Grid.ElmNet\AC Voltage Source.ElmVac,\seberlein.IntUser\powerfactorypy_base.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Grid.ElmNet\AC Voltage Source.ElmVac,\seberlein.IntUser\powerfactorypy_base.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Grid.ElmNet\AC Voltage Source.ElmVac,\seberlein.IntUser\powerfactorypy_base.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Grid.ElmNet\AC Voltage Source.ElmVac
0.590000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.600000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.610000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.620000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.630000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.640000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.650000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.660000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.670000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.680000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.690000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.700000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.710000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.720000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.730000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.740000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.750000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.760000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.770000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.780000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.790000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.800000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.810000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.820000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.830000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.840000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.850000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.860000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.870000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.880000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.890000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.900000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.910000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.920000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.930000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.940000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.950000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.960000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.970000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.980000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
0.990000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
1.000000,1.000000,110.000000,0.000000,0.003979,0.044901,-0.756705
